Group_Name_artist_album,Years_Active_artist_album,album_id,Hit,url_album,release_date_album,name_album,track_id,name_track,popularity_track,spotify_embed_url_track,popularity_album,artist_id_artist_album,duration_ms_track,explicit_track,acousticness_tf,danceability_tf,energy_tf,instrumentalness_tf,key_tf,liveness_tf,loudness_tf,mode_tf,speechiness_tf,tempo_tf,time_signature_tf,valence_tf
Tom Petty and the Heartbreakers,1976-1987,5hULIIwBVNm3cinAAFmv1P,1,https://i.scdn.co/image/135481dbf10bc79768e2686119d13bfa96dfbdd8,5/2/1978,You're Gonna Get it,2iW5uc25ziGLlNMqdhFJad,Listen To Her Heart,48,https://embed.spotify.com/?uri=spotify:track:2iW5uc25ziGLlNMqdhFJad,39,4tX2TplrkIP4v05BNC903e,184960,FALSE,0.334,0.481,0.906,0.603,9,0.043,-3.705,1,0.0349,127.955,4,0.368
Tom Petty and the Heartbreakers,1976-1987,5hULIIwBVNm3cinAAFmv1P,0,https://i.scdn.co/image/135481dbf10bc79768e2686119d13bfa96dfbdd8,5/2/1978,You're Gonna Get it,3yllCYopp9kV0Onhrc3MNH,No Second Thoughts,21,https://embed.spotify.com/?uri=spotify:track:3yllCYopp9kV0Onhrc3MNH,39,4tX2TplrkIP4v05BNC903e,161173,FALSE,0.476,0.399,0.526,0,0,0.291,-6.822,1,0.0295,169.858,4,0.366
Tom Petty and the Heartbreakers,1976-1987,5hULIIwBVNm3cinAAFmv1P,0,https://i.scdn.co/image/135481dbf10bc79768e2686119d13bfa96dfbdd8,5/2/1978,You're Gonna Get it,3nXSn2LnrJaGDtgVupejSC,Restless,21,https://embed.spotify.com/?uri=spotify:track:3nXSn2LnrJaGDtgVupejSC,39,4tX2TplrkIP4v05BNC903e,204800,FALSE,0.156,0.746,0.645,0.00422,6,0.223,-6.153,0,0.0447,102.601,4,0.776
Tom Petty and the Heartbreakers,1976-1987,5hULIIwBVNm3cinAAFmv1P,0,https://i.scdn.co/image/135481dbf10bc79768e2686119d13bfa96dfbdd8,5/2/1978,You're Gonna Get it,5nIz5TufL1j4m18NEKNjEy,Baby's A Rock 'N' Roller,20,https://embed.spotify.com/?uri=spotify:track:5nIz5TufL1j4m18NEKNjEy,39,4tX2TplrkIP4v05BNC903e,173333,FALSE,0.421,0.589,0.969,0.0385,9,0.243,-5.951,0,0.0576,124.358,4,0.753
Tom Petty and the Heartbreakers,1976-1987,6TLTd0P2CUI0Q29AQ1LyFi,0,https://i.scdn.co/image/b2cb6b9eb7916617b24443319704a72d94c6c61d,11/9/1976,Tom Petty & The Heartbreakers,0inmDzoPyVU5PYVgHJ8y7b,Rockin' Around (With You),35,https://embed.spotify.com/?uri=spotify:track:0inmDzoPyVU5PYVgHJ8y7b,55,4tX2TplrkIP4v05BNC903e,149800,FALSE,0.0134,0.716,0.739,0.00552,2,0.071,-6.289,1,0.0333,121.179,4,0.97
Tom Petty and the Heartbreakers,1976-1987,6TLTd0P2CUI0Q29AQ1LyFi,1,https://i.scdn.co/image/b2cb6b9eb7916617b24443319704a72d94c6c61d,11/9/1976,Tom Petty & The Heartbreakers,5x53pbGk6sbl1BGom19QQ5,Breakdown,56,https://embed.spotify.com/?uri=spotify:track:5x53pbGk6sbl1BGom19QQ5,55,4tX2TplrkIP4v05BNC903e,163893,FALSE,0.398,0.625,0.35,6.76E-05,9,0.123,-8.395,0,0.0436,113.688,4,0.689
Tom Petty and the Heartbreakers,1976-1987,6TLTd0P2CUI0Q29AQ1LyFi,0,https://i.scdn.co/image/b2cb6b9eb7916617b24443319704a72d94c6c61d,11/9/1976,Tom Petty & The Heartbreakers,3xT14XwxTsN5rnf9pzy7Gr,Hometown Blues,36,https://embed.spotify.com/?uri=spotify:track:3xT14XwxTsN5rnf9pzy7Gr,55,4tX2TplrkIP4v05BNC903e,134706,FALSE,0.623,0.84,0.621,0,9,0.122,-5.355,1,0.0359,132.717,4,0.85
Tom Petty and the Heartbreakers,1976-1987,6TLTd0P2CUI0Q29AQ1LyFi,0,https://i.scdn.co/image/b2cb6b9eb7916617b24443319704a72d94c6c61d,11/9/1976,Tom Petty & The Heartbreakers,5ZdZppoiqEJsgjYXnJeAKA,"The Wild One, Forever",37,https://embed.spotify.com/?uri=spotify:track:5ZdZppoiqEJsgjYXnJeAKA,55,4tX2TplrkIP4v05BNC903e,183400,FALSE,0.717,0.578,0.643,2.04E-06,7,0.125,-7.302,1,0.024,98.515,4,0.34
Tom Petty and the Heartbreakers,1976-1987,6TLTd0P2CUI0Q29AQ1LyFi,1,https://i.scdn.co/image/b2cb6b9eb7916617b24443319704a72d94c6c61d,11/9/1976,Tom Petty & The Heartbreakers,2AX3BnBmNwR2lHZhkKvmXJ,Anything That's Rock 'N' Roll,40,https://embed.spotify.com/?uri=spotify:track:2AX3BnBmNwR2lHZhkKvmXJ,55,4tX2TplrkIP4v05BNC903e,144026,FALSE,0.211,0.679,0.709,8.83E-06,11,0.339,-5.427,1,0.0322,126.974,4,0.947
Tom Petty and the Heartbreakers,1976-1987,6TLTd0P2CUI0Q29AQ1LyFi,0,https://i.scdn.co/image/b2cb6b9eb7916617b24443319704a72d94c6c61d,11/9/1976,Tom Petty & The Heartbreakers,0SIxmKO4xkyCQ4JNWCuOdS,Strangered In The Night,32,https://embed.spotify.com/?uri=spotify:track:0SIxmKO4xkyCQ4JNWCuOdS,55,4tX2TplrkIP4v05BNC903e,214106,FALSE,0.0263,0.706,0.878,0.0016,10,0.303,-5.613,1,0.0663,122.59,4,0.849
Tom Petty and the Heartbreakers,1976-1987,6TLTd0P2CUI0Q29AQ1LyFi,0,https://i.scdn.co/image/b2cb6b9eb7916617b24443319704a72d94c6c61d,11/9/1976,Tom Petty & The Heartbreakers,4aMymVwENTzVqR9QxZZxCU,Fooled Again (I Don't Like It),33,https://embed.spotify.com/?uri=spotify:track:4aMymVwENTzVqR9QxZZxCU,55,4tX2TplrkIP4v05BNC903e,230000,FALSE,0.0908,0.625,0.888,7.45E-06,2,0.0333,-5.512,1,0.0413,104.492,4,0.603
Tom Petty and the Heartbreakers,1976-1987,6TLTd0P2CUI0Q29AQ1LyFi,0,https://i.scdn.co/image/b2cb6b9eb7916617b24443319704a72d94c6c61d,11/9/1976,Tom Petty & The Heartbreakers,5ReNpU1vhwaC4P2EWQ2SWy,Mystery Man,29,https://embed.spotify.com/?uri=spotify:track:5ReNpU1vhwaC4P2EWQ2SWy,55,4tX2TplrkIP4v05BNC903e,183426,FALSE,0.114,0.638,0.617,0.000229,4,0.0812,-8.023,1,0.0431,83.339,4,0.633
Tom Petty and the Heartbreakers,1976-1987,6TLTd0P2CUI0Q29AQ1LyFi,0,https://i.scdn.co/image/b2cb6b9eb7916617b24443319704a72d94c6c61d,11/9/1976,Tom Petty & The Heartbreakers,2l1V1EVqBgdyZ4avBgNj8I,Luna,30,https://embed.spotify.com/?uri=spotify:track:2l1V1EVqBgdyZ4avBgNj8I,55,4tX2TplrkIP4v05BNC903e,238573,FALSE,0.437,0.582,0.428,0.0725,2,0.128,-10.616,0,0.0393,81.385,4,0.416
Tom Petty and the Heartbreakers,1976-1987,6TLTd0P2CUI0Q29AQ1LyFi,1,https://i.scdn.co/image/b2cb6b9eb7916617b24443319704a72d94c6c61d,11/9/1976,Tom Petty & The Heartbreakers,7MRyJPksH3G2cXHN8UKYzP,American Girl,63,https://embed.spotify.com/?uri=spotify:track:7MRyJPksH3G2cXHN8UKYzP,55,4tX2TplrkIP4v05BNC903e,214733,FALSE,0.448,0.55,0.824,0.000127,2,0.366,-5.988,1,0.0334,114.512,4,0.763
Traveling Wilburys,1988-1991,1DGMD70zay4ZtN9XLX0uY4,0,https://i.scdn.co/image/7db5e92706b6708f4bb723bf9242c896c645c5b5,10/29/1990,"The Traveling Wilburys, Vol. 3",74i07fyJWNPDR5q56Wi8vU,She's My Baby,27,https://embed.spotify.com/?uri=spotify:track:74i07fyJWNPDR5q56Wi8vU,32,2hO4YtXUFJiUYS2uYFvHNK,195000,FALSE,0.095,0.506,0.96,9.23E-06,7,0.212,-4.978,1,0.0617,141.217,4,0.627
Traveling Wilburys,1988-1991,1DGMD70zay4ZtN9XLX0uY4,0,https://i.scdn.co/image/7db5e92706b6708f4bb723bf9242c896c645c5b5,10/29/1990,"The Traveling Wilburys, Vol. 3",70mPF4cLf6RVpF2t0dPvpk,Inside Out,28,https://embed.spotify.com/?uri=spotify:track:70mPF4cLf6RVpF2t0dPvpk,32,2hO4YtXUFJiUYS2uYFvHNK,215573,FALSE,0.291,0.629,0.874,0,5,0.242,-5.291,0,0.0607,123.464,4,0.427
Traveling Wilburys,1988-1991,1DGMD70zay4ZtN9XLX0uY4,0,https://i.scdn.co/image/7db5e92706b6708f4bb723bf9242c896c645c5b5,10/29/1990,"The Traveling Wilburys, Vol. 3",1Z4heNalZg0ACcM6L8X25F,If You Belonged To Me,26,https://embed.spotify.com/?uri=spotify:track:1Z4heNalZg0ACcM6L8X25F,32,2hO4YtXUFJiUYS2uYFvHNK,193560,FALSE,0.52,0.475,0.884,0,2,0.205,-4.84,1,0.0613,157.536,4,0.672
Traveling Wilburys,1988-1991,1DGMD70zay4ZtN9XLX0uY4,0,https://i.scdn.co/image/7db5e92706b6708f4bb723bf9242c896c645c5b5,10/29/1990,"The Traveling Wilburys, Vol. 3",5fSsNU5ipDSCH5tvU40dDB,The Devil's Been Busy,26,https://embed.spotify.com/?uri=spotify:track:5fSsNU5ipDSCH5tvU40dDB,32,2hO4YtXUFJiUYS2uYFvHNK,198320,FALSE,0.239,0.556,0.867,0,7,0.0874,-4.904,1,0.0321,133.073,4,0.798
Traveling Wilburys,1988-1991,1DGMD70zay4ZtN9XLX0uY4,0,https://i.scdn.co/image/7db5e92706b6708f4bb723bf9242c896c645c5b5,10/29/1990,"The Traveling Wilburys, Vol. 3",1wxy63KUgYZJiZKZe4EaSX,7 Deadly Sins,25,https://embed.spotify.com/?uri=spotify:track:1wxy63KUgYZJiZKZe4EaSX,32,2hO4YtXUFJiUYS2uYFvHNK,197520,FALSE,0.485,0.672,0.81,6.57E-06,10,0.264,-5.309,0,0.0334,118.111,3,0.538
Traveling Wilburys,1988-1991,1DGMD70zay4ZtN9XLX0uY4,0,https://i.scdn.co/image/7db5e92706b6708f4bb723bf9242c896c645c5b5,10/29/1990,"The Traveling Wilburys, Vol. 3",0mSpQL0vAloSJS6CTWoGJw,Poor House,26,https://embed.spotify.com/?uri=spotify:track:0mSpQL0vAloSJS6CTWoGJw,32,2hO4YtXUFJiUYS2uYFvHNK,196613,FALSE,0.0989,0.362,0.885,0,7,0.328,-4.336,1,0.0492,196.784,4,0.795
Traveling Wilburys,1988-1991,1DGMD70zay4ZtN9XLX0uY4,0,https://i.scdn.co/image/7db5e92706b6708f4bb723bf9242c896c645c5b5,10/29/1990,"The Traveling Wilburys, Vol. 3",3P0aR83RMEyrbPyINYPHwg,Where Were You Last Night?,27,https://embed.spotify.com/?uri=spotify:track:3P0aR83RMEyrbPyINYPHwg,32,2hO4YtXUFJiUYS2uYFvHNK,183933,FALSE,0.479,0.683,0.756,1.80E-06,2,0.359,-5.909,1,0.0311,119.972,3,0.747
Traveling Wilburys,1988-1991,1DGMD70zay4ZtN9XLX0uY4,0,https://i.scdn.co/image/7db5e92706b6708f4bb723bf9242c896c645c5b5,10/29/1990,"The Traveling Wilburys, Vol. 3",3vpPUlo745E5L86BxQPAfm,Cool Dry Place,25,https://embed.spotify.com/?uri=spotify:track:3vpPUlo745E5L86BxQPAfm,32,2hO4YtXUFJiUYS2uYFvHNK,217240,FALSE,0.55,0.697,0.793,0,4,0.167,-5.737,1,0.0266,97.711,4,0.967
Traveling Wilburys,1988-1991,1DGMD70zay4ZtN9XLX0uY4,0,https://i.scdn.co/image/7db5e92706b6708f4bb723bf9242c896c645c5b5,10/29/1990,"The Traveling Wilburys, Vol. 3",44TfL8lSHvuLrdOodlrsQw,New Blue Moon,24,https://embed.spotify.com/?uri=spotify:track:44TfL8lSHvuLrdOodlrsQw,32,2hO4YtXUFJiUYS2uYFvHNK,200426,FALSE,0.329,0.466,0.924,0.00984,11,0.311,-4.124,1,0.0608,81.218,4,0.652
Traveling Wilburys,1988-1991,1DGMD70zay4ZtN9XLX0uY4,0,https://i.scdn.co/image/7db5e92706b6708f4bb723bf9242c896c645c5b5,10/29/1990,"The Traveling Wilburys, Vol. 3",5A5tJBJjYM4KBXelf8eKNe,You Took My Breath Away,24,https://embed.spotify.com/?uri=spotify:track:5A5tJBJjYM4KBXelf8eKNe,32,2hO4YtXUFJiUYS2uYFvHNK,198880,FALSE,0.379,0.612,0.675,1.05E-06,0,0.144,-5.91,1,0.027,93.655,4,0.665
Traveling Wilburys,1988-1991,1DGMD70zay4ZtN9XLX0uY4,0,https://i.scdn.co/image/7db5e92706b6708f4bb723bf9242c896c645c5b5,10/29/1990,"The Traveling Wilburys, Vol. 3",2nVvCntsbJf68t2gp7Fl09,Wilbury Twist,26,https://embed.spotify.com/?uri=spotify:track:2nVvCntsbJf68t2gp7Fl09,32,2hO4YtXUFJiUYS2uYFvHNK,178373,FALSE,0.371,0.368,0.938,2.14E-05,7,0.561,-3.505,1,0.0625,184.398,4,0.847
Traveling Wilburys,1988-1991,7K3OJcdtRxv7miXfQBzvbi,1,https://i.scdn.co/image/2a6d4b78a1249a7fab7408e86eed0a4bbb5ab6a6,10/18/1988,"The Traveling Wilburys, Vol. 1",1vQxicuNSODoBECPMFjHMG,Handle With Care,49,https://embed.spotify.com/?uri=spotify:track:1vQxicuNSODoBECPMFjHMG,46,2hO4YtXUFJiUYS2uYFvHNK,199586,FALSE,0.128,0.681,0.748,0,7,0.253,-5.96,1,0.0283,115.068,4,0.683
Traveling Wilburys,1988-1991,7K3OJcdtRxv7miXfQBzvbi,0,https://i.scdn.co/image/2a6d4b78a1249a7fab7408e86eed0a4bbb5ab6a6,10/18/1988,"The Traveling Wilburys, Vol. 1",54TUMbmJFfebiiVR7BJ8XQ,Dirty World,34,https://embed.spotify.com/?uri=spotify:track:54TUMbmJFfebiiVR7BJ8XQ,46,2hO4YtXUFJiUYS2uYFvHNK,209586,FALSE,0.247,0.577,0.929,0,9,0.0507,-5.006,1,0.16,168.471,4,0.548
Traveling Wilburys,1988-1991,7K3OJcdtRxv7miXfQBzvbi,0,https://i.scdn.co/image/2a6d4b78a1249a7fab7408e86eed0a4bbb5ab6a6,10/18/1988,"The Traveling Wilburys, Vol. 1",43AndBfy1f4wGRbHQ9aMpU,Rattled,34,https://embed.spotify.com/?uri=spotify:track:43AndBfy1f4wGRbHQ9aMpU,46,2hO4YtXUFJiUYS2uYFvHNK,179226,FALSE,0.0229,0.722,0.919,1.15E-05,4,0.147,-5.47,1,0.0366,104.842,4,0.803
Traveling Wilburys,1988-1991,7K3OJcdtRxv7miXfQBzvbi,0,https://i.scdn.co/image/2a6d4b78a1249a7fab7408e86eed0a4bbb5ab6a6,10/18/1988,"The Traveling Wilburys, Vol. 1",6hOCmsiGjQaS27iiLe2t0i,Last Night,39,https://embed.spotify.com/?uri=spotify:track:6hOCmsiGjQaS27iiLe2t0i,46,2hO4YtXUFJiUYS2uYFvHNK,231240,FALSE,0.18,0.822,0.892,0.000401,0,0.361,-6.185,1,0.0315,124.405,4,0.973
Traveling Wilburys,1988-1991,7K3OJcdtRxv7miXfQBzvbi,0,https://i.scdn.co/image/2a6d4b78a1249a7fab7408e86eed0a4bbb5ab6a6,10/18/1988,"The Traveling Wilburys, Vol. 1",4TKjQ87mCaNhuhxhgu4U3h,Not Alone Any More,36,https://embed.spotify.com/?uri=spotify:track:4TKjQ87mCaNhuhxhgu4U3h,46,2hO4YtXUFJiUYS2uYFvHNK,204560,FALSE,0.257,0.665,0.669,2.87E-06,2,0.0814,-6.055,1,0.0269,119.495,4,0.668
Traveling Wilburys,1988-1991,7K3OJcdtRxv7miXfQBzvbi,0,https://i.scdn.co/image/2a6d4b78a1249a7fab7408e86eed0a4bbb5ab6a6,10/18/1988,"The Traveling Wilburys, Vol. 1",6yUsNxDvZsPM70eP3bGvOK,Congratulations,33,https://embed.spotify.com/?uri=spotify:track:6yUsNxDvZsPM70eP3bGvOK,46,2hO4YtXUFJiUYS2uYFvHNK,209600,FALSE,0.548,0.613,0.59,2.08E-06,0,0.153,-6.793,1,0.0231,139.222,4,0.524
Traveling Wilburys,1988-1991,7K3OJcdtRxv7miXfQBzvbi,0,https://i.scdn.co/image/2a6d4b78a1249a7fab7408e86eed0a4bbb5ab6a6,10/18/1988,"The Traveling Wilburys, Vol. 1",3WukTEV57eYvJUfQUCKAMV,Heading For The Light,35,https://embed.spotify.com/?uri=spotify:track:3WukTEV57eYvJUfQUCKAMV,46,2hO4YtXUFJiUYS2uYFvHNK,216693,FALSE,0.121,0.559,0.94,1.39E-05,6,0.314,-3.983,1,0.0532,129.819,4,0.425
Traveling Wilburys,1988-1991,7K3OJcdtRxv7miXfQBzvbi,0,https://i.scdn.co/image/2a6d4b78a1249a7fab7408e86eed0a4bbb5ab6a6,10/18/1988,"The Traveling Wilburys, Vol. 1",1eFSWURRT65A348FCRh3qo,Margarita,32,https://embed.spotify.com/?uri=spotify:track:1eFSWURRT65A348FCRh3qo,46,2hO4YtXUFJiUYS2uYFvHNK,196506,FALSE,0.00489,0.582,0.638,0.0474,0,0.11,-7.625,1,0.0316,173.219,4,0.37
Traveling Wilburys,1988-1991,7K3OJcdtRxv7miXfQBzvbi,0,https://i.scdn.co/image/2a6d4b78a1249a7fab7408e86eed0a4bbb5ab6a6,10/18/1988,"The Traveling Wilburys, Vol. 1",2rm4CNyzlEGs3PcK91wzGe,Tweeter And The Monkey Man,38,https://embed.spotify.com/?uri=spotify:track:2rm4CNyzlEGs3PcK91wzGe,46,2hO4YtXUFJiUYS2uYFvHNK,327853,FALSE,0.108,0.801,0.848,0,9,0.0718,-5.39,0,0.0541,110.534,4,0.892
Traveling Wilburys,1988-1991,7K3OJcdtRxv7miXfQBzvbi,1,https://i.scdn.co/image/2a6d4b78a1249a7fab7408e86eed0a4bbb5ab6a6,10/18/1988,"The Traveling Wilburys, Vol. 1",4HA2jo7wkMdN1lmLO6ryzE,End Of The Line,47,https://embed.spotify.com/?uri=spotify:track:4HA2jo7wkMdN1lmLO6ryzE,46,2hO4YtXUFJiUYS2uYFvHNK,209520,FALSE,0.166,0.577,0.833,0,2,0.0544,-6.596,1,0.0521,167.203,4,0.923
Mudcrutch,2007-2016 (present),3yHMRabVB2BJucGIz15sSX,0,https://i.scdn.co/image/8255478ca34a2ea91c374b06f953e7992f56b50c,5/20/2016,2,3Yju1l0fQr8GmICqsXOIvv,Trailer,36,https://embed.spotify.com/?uri=spotify:track:3Yju1l0fQr8GmICqsXOIvv,33,2xLqrYZxa9GYSCVn0STgxV,197000,FALSE,0.0152,0.564,0.677,9.79E-06,7,0.124,-4.395,1,0.0274,127.852,4,0.327
Mudcrutch,2007-2016 (present),3yHMRabVB2BJucGIz15sSX,0,https://i.scdn.co/image/8255478ca34a2ea91c374b06f953e7992f56b50c,5/20/2016,2,6s1iHcUUGugZXeaFB9kM61,Dreams of Flying,30,https://embed.spotify.com/?uri=spotify:track:6s1iHcUUGugZXeaFB9kM61,33,2xLqrYZxa9GYSCVn0STgxV,238933,FALSE,0.00017,0.552,0.794,0.000376,9,0.177,-3.495,0,0.0264,127.685,4,0.386
Mudcrutch,2007-2016 (present),3yHMRabVB2BJucGIz15sSX,0,https://i.scdn.co/image/8255478ca34a2ea91c374b06f953e7992f56b50c,5/20/2016,2,2Qni7kjHCTL9b0SmthVuIa,Beautiful Blue,25,https://embed.spotify.com/?uri=spotify:track:2Qni7kjHCTL9b0SmthVuIa,33,2xLqrYZxa9GYSCVn0STgxV,396653,FALSE,0.153,0.506,0.613,0.0374,2,0.282,-6,0,0.0239,83.437,4,0.292
Mudcrutch,2007-2016 (present),3yHMRabVB2BJucGIz15sSX,0,https://i.scdn.co/image/8255478ca34a2ea91c374b06f953e7992f56b50c,5/20/2016,2,6A4oqSvRbB18eGYYzZTbWE,Beautiful World,24,https://embed.spotify.com/?uri=spotify:track:6A4oqSvRbB18eGYYzZTbWE,33,2xLqrYZxa9GYSCVn0STgxV,188053,FALSE,0.00759,0.524,0.742,6.01E-05,2,0.239,-3.985,1,0.029,148.4,4,0.43
Mudcrutch,2007-2016 (present),3yHMRabVB2BJucGIz15sSX,0,https://i.scdn.co/image/8255478ca34a2ea91c374b06f953e7992f56b50c,5/20/2016,2,0GymDeMvuzY0GxLYcjsunB,I Forgive It All,29,https://embed.spotify.com/?uri=spotify:track:0GymDeMvuzY0GxLYcjsunB,33,2xLqrYZxa9GYSCVn0STgxV,253680,FALSE,0.79,0.433,0.219,0.000606,2,0.115,-12.331,1,0.0313,171.648,4,0.159
Mudcrutch,2007-2016 (present),3yHMRabVB2BJucGIz15sSX,0,https://i.scdn.co/image/8255478ca34a2ea91c374b06f953e7992f56b50c,5/20/2016,2,1mhTdrIRcHCmOo5OvbI2iT,The Other Side of the Mountain,24,https://embed.spotify.com/?uri=spotify:track:1mhTdrIRcHCmOo5OvbI2iT,33,2xLqrYZxa9GYSCVn0STgxV,196560,FALSE,0.155,0.585,0.906,1.44E-05,4,0.346,-4.334,0,0.0282,114.778,4,0.81
Mudcrutch,2007-2016 (present),3yHMRabVB2BJucGIz15sSX,0,https://i.scdn.co/image/8255478ca34a2ea91c374b06f953e7992f56b50c,5/20/2016,2,5e84DUsUEBCZF6ydmfsege,Hope,22,https://embed.spotify.com/?uri=spotify:track:5e84DUsUEBCZF6ydmfsege,33,2xLqrYZxa9GYSCVn0STgxV,190680,FALSE,0.0407,0.552,0.84,2.62E-05,0,0.218,-2.638,1,0.0294,117.713,4,0.435
Mudcrutch,2007-2016 (present),3yHMRabVB2BJucGIz15sSX,0,https://i.scdn.co/image/8255478ca34a2ea91c374b06f953e7992f56b50c,5/20/2016,2,3skNuW8MpudkUsZbkvf4Pb,Welcome to Hell,23,https://embed.spotify.com/?uri=spotify:track:3skNuW8MpudkUsZbkvf4Pb,33,2xLqrYZxa9GYSCVn0STgxV,211053,FALSE,0.0712,0.51,0.915,0.000188,2,0.402,-4.222,1,0.0342,159.333,4,0.75
Mudcrutch,2007-2016 (present),3yHMRabVB2BJucGIz15sSX,0,https://i.scdn.co/image/8255478ca34a2ea91c374b06f953e7992f56b50c,5/20/2016,2,7pYt6BwHrkUFIdWrwU2oNh,Save Your Water,25,https://embed.spotify.com/?uri=spotify:track:7pYt6BwHrkUFIdWrwU2oNh,33,2xLqrYZxa9GYSCVn0STgxV,191573,FALSE,0.0927,0.452,0.8,1.18E-05,7,0.7,-5.43,1,0.0282,158.923,4,0.645
Mudcrutch,2007-2016 (present),3yHMRabVB2BJucGIz15sSX,0,https://i.scdn.co/image/8255478ca34a2ea91c374b06f953e7992f56b50c,5/20/2016,2,7bUM7a7d5U9gDaNMoJXCQf,Victim of Circumstance,22,https://embed.spotify.com/?uri=spotify:track:7bUM7a7d5U9gDaNMoJXCQf,33,2xLqrYZxa9GYSCVn0STgxV,157240,FALSE,0.00297,0.576,0.921,9.83E-05,0,0.464,-3.342,1,0.026,103.742,4,0.573
Mudcrutch,2007-2016 (present),3yHMRabVB2BJucGIz15sSX,0,https://i.scdn.co/image/8255478ca34a2ea91c374b06f953e7992f56b50c,5/20/2016,2,2geepGabaz12rtDvDpwXIM,Hungry No More,23,https://embed.spotify.com/?uri=spotify:track:2geepGabaz12rtDvDpwXIM,33,2xLqrYZxa9GYSCVn0STgxV,373893,FALSE,0.00185,0.481,0.592,4.74E-05,2,0.261,-5.385,1,0.0255,93.003,4,0.225
Mudcrutch,2007-2016 (present),77OwQCyymaNNjyoA1rHaTw,0,https://i.scdn.co/image/c56afc7522a9ac0a5ad10db670f5b03c2fa2eeb7,3/25/2008,Mudcrutch,4gxB4rp8t4qw08KJR8aDkD,Shady Grove,31,https://embed.spotify.com/?uri=spotify:track:4gxB4rp8t4qw08KJR8aDkD,34,2xLqrYZxa9GYSCVn0STgxV,238426,FALSE,0.0759,0.469,0.606,0.0358,5,0.503,-9.387,0,0.0273,112.216,4,0.715
Mudcrutch,2007-2016 (present),77OwQCyymaNNjyoA1rHaTw,0,https://i.scdn.co/image/c56afc7522a9ac0a5ad10db670f5b03c2fa2eeb7,3/25/2008,Mudcrutch,7eq6lgiPU8Rx1c1OmuoB7N,Scare Easy,34,https://embed.spotify.com/?uri=spotify:track:7eq6lgiPU8Rx1c1OmuoB7N,34,2xLqrYZxa9GYSCVn0STgxV,274893,FALSE,0.000117,0.5,0.612,0.000295,7,0.187,-6.627,1,0.0283,104.666,4,0.464
Mudcrutch,2007-2016 (present),77OwQCyymaNNjyoA1rHaTw,0,https://i.scdn.co/image/c56afc7522a9ac0a5ad10db670f5b03c2fa2eeb7,3/25/2008,Mudcrutch,5j0FiP2FTLm9Bc4bxucgXk,Orphan Of The Storm,25,https://embed.spotify.com/?uri=spotify:track:5j0FiP2FTLm9Bc4bxucgXk,34,2xLqrYZxa9GYSCVn0STgxV,246626,FALSE,0.0199,0.557,0.495,2.29E-06,7,0.199,-10.086,1,0.0271,124.043,4,0.427
Mudcrutch,2007-2016 (present),77OwQCyymaNNjyoA1rHaTw,0,https://i.scdn.co/image/c56afc7522a9ac0a5ad10db670f5b03c2fa2eeb7,3/25/2008,Mudcrutch,4q3iALbKeLqJCvFvhoO7Fa,Six Days On The Road,22,https://embed.spotify.com/?uri=spotify:track:4q3iALbKeLqJCvFvhoO7Fa,34,2xLqrYZxa9GYSCVn0STgxV,208026,FALSE,0.00836,0.5,0.829,0,9,0.205,-6.906,1,0.0283,153.447,4,0.668
Mudcrutch,2007-2016 (present),77OwQCyymaNNjyoA1rHaTw,0,https://i.scdn.co/image/c56afc7522a9ac0a5ad10db670f5b03c2fa2eeb7,3/25/2008,Mudcrutch,3m3u3pVVxJdGrNLxHIz7VK,Crystal River,25,https://embed.spotify.com/?uri=spotify:track:3m3u3pVVxJdGrNLxHIz7VK,34,2xLqrYZxa9GYSCVn0STgxV,568093,FALSE,0.00184,0.419,0.494,0.17,7,0.185,-8.657,1,0.0283,107.869,4,0.22
Mudcrutch,2007-2016 (present),77OwQCyymaNNjyoA1rHaTw,0,https://i.scdn.co/image/c56afc7522a9ac0a5ad10db670f5b03c2fa2eeb7,3/25/2008,Mudcrutch,0pMrZfvqwxWUd4Vz0L3vNg,Oh Maria,18,https://embed.spotify.com/?uri=spotify:track:0pMrZfvqwxWUd4Vz0L3vNg,34,2xLqrYZxa9GYSCVn0STgxV,222920,FALSE,0.676,0.455,0.293,4.14E-05,2,0.392,-10.895,1,0.0286,86.255,4,0.216
Mudcrutch,2007-2016 (present),77OwQCyymaNNjyoA1rHaTw,0,https://i.scdn.co/image/c56afc7522a9ac0a5ad10db670f5b03c2fa2eeb7,3/25/2008,Mudcrutch,58edgBxIttTsiyd2ibaXfG,This Is A Good Street,17,https://embed.spotify.com/?uri=spotify:track:58edgBxIttTsiyd2ibaXfG,34,2xLqrYZxa9GYSCVn0STgxV,114280,FALSE,0.156,0.747,0.559,0.00134,1,0.312,-9.953,0,0.0301,137.522,4,0.894
Mudcrutch,2007-2016 (present),77OwQCyymaNNjyoA1rHaTw,0,https://i.scdn.co/image/c56afc7522a9ac0a5ad10db670f5b03c2fa2eeb7,3/25/2008,Mudcrutch,5KpdLGejZ1Nlx0RYXhMw9i,The Wrong Thing To Do,21,https://embed.spotify.com/?uri=spotify:track:5KpdLGejZ1Nlx0RYXhMw9i,34,2xLqrYZxa9GYSCVn0STgxV,249346,FALSE,0.00844,0.573,0.637,0,7,0.173,-6.349,1,0.0288,119.275,4,0.408
